WARDS,War_Code,Cattle_2014,Sheep_2014,Pigs_2014,Poultry_2014,Cattle_2013,Sheep_2013,Pigs_2013,Poultry_2013,Cattle_2012,Sheep_2012,Pigs_2012,Poultry_2012,Cattle_2011,Sheep_2011,Pigs_2011,Poultry_2011,Cattle_2010,Sheep_2010,Pigs_2010,Poultry_2010,Cattle_2009,Sheep_2009,Pigs_2009,Poultry_2009,Cattle_2008,Sheep_2008,Pigs_2008,Poultry_2008,Cattle_2007,Sheep_2007,Pigs_2007,Poultry_2007,Cattle_2006,Sheep_2006,Pigs_2006,Poultry_2006,Cattle_2005,Sheep_2005,Pigs_2005,Poultry_2005,Cattle_2004,Sheep_2004,Pigs_2004,Poultry_2004,Cattle_2003,Sheep_2003,Pigs_2003,Poultry_2003,Cattle_2002,Sheep_2002,Pigs_2002,Poultry_2002,Cattle_2001,Sheep_2001,Pigs_2001,Poultry_2001,Cattle_2000,Sheep_2000,Pigs_2000,Poultry_2000,Cattle_1999,Sheep_1999,Pigs_1999,Poultry_1999
ABBEY,95WW01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABBEY PARK,95CC01,379,81,0,0,373,81,0,0,383,124,0,0,405,124,0,0,340,124,0,0,305,124,0,0,350,124,0,0,84,98,0,0,105,112,0,0,168,0,0,50,199,0,0,0,278,0,0,0,337,0,0,0,270,0,0,0,203,0,0,0,250,0,0,0
ACADEMY,95DD01,3,3,3,3,3,3,3,3000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGHAGALLON,95LL01,8951,352,1255,78192,8959,306,1271,77052,8894,187,1213,66500,8317,136,1146,135054,8351,133,1107,68570,7915,202,1158,32070,8166,228,1167,101120,6287,2475,1154,51830,6458,2589,1119,78732,8905,321,1026,88020,9549,414,1153,139503,9848,477,1037,138027,9003,670,1221,89937,9313,668,1206,65637,4095,684,2251,116025,9189,698,0,73125
AGHANLOO,95RR01,5734,14694,0,0,5913,14817,0,0,6474,15855,0,0,6396,15570,0,1,6332,14748,30,0,5950,15806,50,0,5812,16532,63,6000,3044,19534,54,0,3062,20426,3,11076,6412,20608,50,1264,6270,22686,50,3000,6359,22476,36,3000,6513,24506,575,323,6472,25817,234,831,6032,25960,0,0,6260,28859,0,138
AGIVEY,95JJ01,11626,7694,150,0,11463,6911,0,0,11507,7350,4,4,12012,7378,140,1,12255,7090,195,0,11544,7241,430,2140,11435,8380,492,2020,7660,8448,1964,120,8099,8624,2070,38,11602,7920,3,54,11966,8195,3,36,12206,7533,0,3000,12165,8189,8,22843,12278,8495,45,19339,12060,9470,68,13347,12159,11277,1763,115886
AHOGHILL,95DD02,1470,1246,466,0,1291,1233,421,0,1091,1323,400,0,1179,1269,614,0,1108,1138,315,0,1907,1059,304,32400,1650,1083,187,10800,2093,1305,0,12000,2015,1338,0,1,2126,2271,237,129814,2112,2321,208,127920,2128,2119,485,192912,1809,2213,318,195430,2050,2767,365,173941,1869,2995,0,0,1832,1912,951,0
ALDERGROVE,95AA01,10652,10931,1104,162710,11098,9912,854,159400,11186,9409,1009,149500,11700,9472,824,134484,11828,8895,1116,98700,11025,9595,1005,76290,11581,9952,852,145900,10165,9720,439,152720,9998,10335,265,115291,11254,11985,1304,147872,10935,13170,1996,237336,11413,13128,2187,244085,11423,13879,1571,89598,11346,16069,2234,109118,11850,16530,2461,107806,11684,18652,2736,98667
ALTMORE,95OO01,9160,3681,5201,569057,8826,3268,4958,575610,8533,3062,6414,538484,8518,2824,5346,437873,8887,2623,5845,454960,9569,2902,31659,352200,9528,2806,7931,384210,13529,6646,3711,934330,13053,7118,3606,742646,10704,4044,3270,463463,10798,4128,3535,428065,10777,4049,3248,433842,10443,3764,2609,202075,11088,5065,2842,247120,10034,5434,2896,215131,10780,5976,4119,202248
ALTNAGELVIN,95MM01,166,893,0,0,240,806,0,0,277,840,0,0,241,878,0,0,328,703,0,0,194,776,0,0,182,716,0,0,427,400,87,0,548,264,61,0,104,717,0,0,168,747,0,0,130,845,0,0,143,1234,0,0,163,1305,0,0,0,1545,0,0,202,1979,0,0
ANDERSONSTOWN,95GG01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANNAGH,95LL02,1125,89,0,34800,1482,135,0,36400,1559,129,1000,27000,1519,141,1000,28000,1516,377,0,32000,1333,35,0,32000,1260,35,150,32000,1964,778,0,0,1840,986,0,73,1258,7,200,30,1370,16,450,16,1353,0,450,27,1290,15,425,18,1379,15,0,13,1217,0,0,0,1309,0,0,0
ANNALONG,95VV01,3643,7260,589,709,3631,7638,663,420,3739,7732,560,270,3723,7011,633,343,3665,7243,662,310,3452,7407,591,220,3021,8052,640,210,4516,9113,17,40000,4177,9491,3,119,2762,9674,677,38,2636,10138,647,48,2600,10193,625,57,2621,10964,592,54,2508,10499,672,37,2576,11654,0,0,2552,11654,0,0
ANTIVILLE,95QQ01,134,433,0,0,139,449,0,0,173,449,0,0,146,464,0,0,145,494,0,0,181,479,0,0,179,489,0,0,576,897,67,0,524,840,54,38000,155,715,0,0,164,731,0,0,161,698,0,0,97,625,0,0,93,641,0,0,0,0,0,0,0,0,0,0
ARDBOE,95KK01,3902,510,0,0,3803,484,0,0,4073,416,0,0,3639,328,0,6301,3586,228,0,0,3310,165,0,0,3555,192,0,0,2638,841,1901,107100,2784,935,1961,114048,3103,217,0,12,3203,216,0,42,3091,247,0,20,3169,114,0,5859,2294,562,0,5860,3439,725,0,0,3254,831,0,0
ARDEEVIN,95DD03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,344,295,10,55000,376,344,0,55000,417,52,0,5,231,0,0,12,261,0,0,12,404,961,0,12,402,2148,0,0,280,0,0,0,314,0,0,0
ARDGLASS,95NN01,4675,2994,0,0,4468,2667,10,0,4209,2565,8,0,4048,2591,7,0,4601,2413,5,0,5402,2462,0,0,3807,2395,0,0,4613,4498,685,40220,4685,4702,606,40452,5070,2390,0,43,5240,2365,3,8,5484,2553,225,8,5000,2987,212,46,5724,3996,187,51,5212,4289,0,0,5193,4101,0,94
ARDOYNE,95GG02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMOY,95UU01,1773,7891,0,0,1732,9253,0,0,1766,8637,0,0,1790,8660,0,0,1755,8103,0,0,2834,8657,0,500,3012,9811,0,1500,2548,14754,201,0,2559,14936,345,28,3545,12544,0,77,3456,15555,0,54,3547,15163,0,6667,3446,16926,0,6685,3366,19075,0,6646,3600,22745,0,0,3705,23065,0,0
ARTIGARVAN,95ZZ01,5726,12219,0,0,5608,11176,1,0,5912,11205,2,0,5625,11146,0,0,5682,11469,0,0,5452,11958,0,0,5757,11623,0,0,4198,11904,0,9,4121,10758,0,21,5554,11642,0,21,5392,11850,0,14,5427,11405,0,0,5148,11338,0,6,5025,12140,0,16,5941,10558,0,0,5327,13343,0,0
ATLANTIC,95JJ02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDLEYS ACRE,95NN02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0
AUGHER,95OO02,11130,3412,6655,879482,11317,3062,6275,708686,12603,3171,3834,808618,11583,2752,3373,772059,11949,2688,2822,303600,11135,2465,1922,659290,11190,3366,4119,330370,13996,4187,28964,458422,14349,4453,28658,455572,13149,3496,8219,738325,12987,4384,8945,694312,12910,4618,8981,745217,11787,4499,8176,492870,12616,4782,8249,480134,11897,5107,0,423179,12399,5239,7152,426639
AUGHNACLOY,95OO03,10042,8092,44,363522,10512,8456,22,384651,10925,8899,99,339501,11166,7452,59,302417,10829,7246,54,197900,10904,7048,46,308800,11307,7360,54,358620,9117,3965,1208,255500,9367,4358,1134,427970,11610,7499,78,112835,10858,7596,79,139383,11050,7422,75,137856,10072,8070,66,163376,10380,8684,123,130602,10265,9219,0,124594,11113,10769,0,119285
BALLEE,95DD04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLINAMALLARD,95PP01,5824,3830,0,0,5959,3761,5,0,6514,2926,2,0,6173,2722,2,251,6371,2571,0,0,6732,2666,0,250,6699,2522,12,160,4885,3996,0,0,5135,3868,0,45,6906,2109,0,58,7138,2159,3,47,7040,2024,0,121,7216,2058,0,115,7288,2342,0,145,8281,3554,0,129,7883,2383,0,113
BALLINDERRY,95SS01,6270,4559,5,155016,6554,4736,3,135652,6702,5157,2,118266,6560,4873,21,56670,6832,4135,62,102300,6942,4613,11,115030,7262,6765,9,117070,8780,6635,3,61750,9100,6229,3,136854,7583,5853,418,195076,7485,5995,317,221647,7603,6311,1737,230929,7041,7138,1206,212328,6748,6677,1675,224070,6841,6131,1383,228626,6608,6107,87,211472
BALLOO,95AA02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,53,132,150,0,0,0,0,0,0,0,0,0
BALLYBAY,95LL03,873,42,0,0,543,49,0,14,458,56,0,14,610,80,0,0,454,85,0,150,595,0,0,100,453,0,0,0,875,35,0,0,835,248,0,0,673,213,0,140,643,254,0,245,634,254,0,160,439,220,50,224,521,178,36,228,298,0,0,0,375,0,0,0
BALLYBOT,95VV02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYCARRY,95QQ02,2823,8656,0,0,2612,8590,0,0,2890,8366,16,0,2682,8480,16,1,2892,8337,16,2000,2572,8579,16,2630,2779,8918,16,0,4678,11312,2342,0,4317,10610,2478,194,3571,10515,20,39,3587,10643,21,46,3722,10388,58,134,3143,9031,82,99,3833,13834,78,161,3611,11657,0,200,3227,10456,0,234
BALLYCLARE NORTH,95WW02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,129,74,0,20,291,84,0,20,291,61,0,20,325,852,0,20,160,89,18,20,0,0,0,0,0,0,0,0
BALLYCLARE SOUTH,95WW03,3,3,3,3,77,442,0,0,96,534,0,0,79,492,0,0,92,326,0,0,132,424,0,0,175,448,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYCOLMAN,95ZZ02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYCRAIGY,95AA03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYCROCHAN,95XX01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYDOWN,95FF01,2349,2060,0,0,2700,1849,0,0,2380,1812,0,0,2425,1742,0,0,2277,1392,0,0,2059,1499,0,0,2349,1792,0,0,2174,1525,0,0,2193,1568,0,18,2420,2145,0,8,2548,2136,0,12,2450,1992,0,12,2378,2003,0,18,2714,2130,0,14,2484,2423,0,0,2040,2203,0,0
BALLYDUFF,95WW04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYGAWLEY,95OO04,8972,3066,0,217600,8710,3010,0,125990,8224,2795,0,91940,8049,2703,0,123798,7987,2564,0,156500,9581,2551,1079,81200,8740,2870,994,112380,10788,2232,2473,409026,10155,2409,4168,474812,7484,3207,0,73800,7451,2778,0,27011,7381,2654,0,69419,7818,2354,0,45519,7485,4226,0,19,7975,4191,0,53516,8427,5266,0,0
BALLYGOWAN,95BB01,2395,822,555,0,2417,714,662,0,2280,711,604,0,2248,753,597,1,2326,659,583,4970,2438,654,616,4600,2725,699,561,4560,4249,2344,51,0,4064,2130,13,41,1980,835,472,4981,2114,758,306,5869,2123,1186,424,5095,1994,1157,637,4904,2078,1289,578,5099,2021,1540,0,5192,2133,1569,0,5230
BALLYHACKAMORE,95GG03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYHANWOOD,95II01,1360,865,10,0,1377,2089,30,0,1401,2118,11,0,1418,2182,8,0,1394,2198,3,0,1332,2105,8,0,1303,2157,3,110,362,3305,0,0,361,3233,0,15,795,2145,0,30,807,2307,15,75,808,2289,7,96,1120,2169,9,126,797,2385,11,64,756,2359,0,0,1132,2512,0,0
BALLYHENRY,95WW05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYHOE AND CORKEY,95EE01,3874,20894,15,253889,3708,21244,7,226155,3332,21501,31,227130,3580,20614,19,281678,3548,19732,116,249800,3427,22014,0,199240,3758,21754,0,230300,4653,13707,0,201001,4517,13551,0,219888,3618,23042,0,167560,3538,23178,0,160381,3589,23366,3,148536,3717,23141,3,160541,3619,24629,3,166112,3889,28318,0,176619,3546,29522,0,160785
BALLYHOLME,95XX02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYKEEL,95DD05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYKELLY,95RR02,1478,2146,0,0,1612,2178,0,1000,1701,2221,0,150,1775,2206,0,1000,1752,2479,0,200,1197,2038,0,200,798,2468,0,2000,1354,2981,0,39900,1189,2503,0,39012,1852,2042,0,582,2029,3170,0,582,2068,2480,0,712,1993,2876,3,22,1959,4108,3,17,1953,5879,0,0,2250,6735,0,0
BALLYLORAN,95QQ03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYLOUGH,95UU02,2234,641,0,20000,2149,780,0,20000,2047,884,0,20000,1975,884,0,0,1868,914,0,0,1815,881,0,0,1857,952,0,0,1937,1988,0,8000,1834,2256,0,1015,1747,714,0,11004,1771,788,0,11004,1736,774,0,10803,1781,733,0,12804,1705,919,0,11234,1686,779,0,0,1899,1263,0,0
BALLYLOUGHAN,95DD06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,234,0,3,0,221,0,3,0,155,23,0,0,0,0,0,0,125,0,0,0,132,0,0,0
BALLYMACARRETT,95GG04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYMACASH,95SS02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYMACBRENNAN,95SS03,7872,7434,4280,31200,8239,6893,9279,30805,8134,7319,5672,38600,8031,6508,5590,116700,7980,6494,5674,10350,8301,6808,5682,125600,8561,7224,706,8200,7676,7161,776,46809,7587,6991,771,51641,8301,8308,543,89934,8054,8592,5491,89948,8713,8976,5651,107188,8270,10130,0,97734,8672,12910,3,77215,8646,13782,0,27490,8845,14357,280,140747
BALLYMACONNELL,95XX03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYMACOSS,95SS04,490,90,0,0,505,60,0,0,521,60,0,0,408,143,5,0,377,88,3,0,388,147,3,0,4335,145,3,0,1136,17,109,0,1200,5,102,40,659,95,3,126,868,92,0,0,1065,73,0,0,1562,749,0,0,1596,550,0,0,1626,0,0,0,1903,0,0,0
BALLYMAGEE,95XX04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYMAGLAVE,95NN03,578,414,1000,0,525,259,1000,0,460,0,1000,0,374,22,1000,0,363,22,1000,0,364,22,1000,0,317,22,1000,0,1099,518,0,0,1144,792,0,0,478,22,0,0,457,30,0,16,435,196,0,10,173,39,0,41,497,267,0,41,0,0,0,0,0,0,0,0
BALLYMAGUIGAN,95TT01,5502,1000,5,12000,5687,821,5,12000,5495,805,1440,12000,5394,696,10,14000,5553,637,24,0,5713,654,16,7000,5352,648,639,0,5150,2445,3392,5780,4800,2925,3433,11328,5742,1188,1131,5271,5865,1195,1689,171,5765,1153,1720,118,5540,1012,1591,10306,5540,1036,1519,15653,4606,1272,0,21058,5348,1479,0,24364
BALLYMARTRIM,95CC02,13428,2876,1200,626086,13151,2331,0,593794,13028,2421,744,493140,12455,2239,705,530361,12342,1879,732,427670,12096,1940,13,398320,13484,2896,50836,422760,11513,4543,555,237616,11257,4973,522,299652,11313,4121,1532,414955,11392,4234,2343,336465,11400,3945,2294,328305,11121,5067,2088,230837,9864,5548,2750,210103,11467,5262,3063,213494,10793,4787,4076,207976
BALLYMOTE,95NN04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYNAFEIGH,95GG05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYNAHINCH EAST,95NN05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,125,473,40,0,141,465,45,10,3,3,3,3,0,0,0,0,248,293,800,0,238,163,1000,0,222,162,3833,0,432,0,0,0,452,0,0,0
BALLYNASHALLOG,95MM02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,140,294,0,0,170,671,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYNURE,95WW06,9319,7974,10672,50,9155,7304,10655,179,8863,6952,9337,179,8874,6873,8390,0,8675,6834,4638,0,8559,7075,9424,0,8277,6772,10796,160,7690,10422,23,350,7565,11330,23,1859,8824,7935,8304,1573,8553,7873,7141,3000,8457,7590,8322,76183,9074,7876,8171,262,8781,7918,7728,229,9671,10911,11859,87454,9453,10969,10786,91416
BALLYORAN,95LL04,1286,0,0,0,1280,0,0,0,1348,32,0,0,1283,32,0,0,1287,32,0,0,1172,22,0,0,1425,47,0,0,1153,71,0,0,1073,69,0,25,1745,187,0,0,1659,186,0,0,1503,82,0,0,1092,186,0,0,1730,439,0,0,1148,0,0,0,1172,0,0,0
BALLYRAINEY,95BB02,316,1328,37,0,404,1256,3,0,402,1340,3,0,423,1196,29,0,511,1197,22,0,398,962,46,1200,174,1061,22,4500,277,604,0,0,294,553,0,13,135,1380,0,0,156,1323,0,0,247,1217,0,0,358,1404,0,0,338,1460,0,0,485,1366,0,0,479,1580,0,0
BALLYROBERT,95WW07,3111,1795,2,0,3384,1709,2,0,3670,3124,4,0,3600,2003,1,0,6714,2036,3,0,3194,2004,3,0,3492,2030,3,0,4224,5885,706,185900,4134,5563,1071,240049,3688,1654,6,38089,3556,1646,3,38090,3554,1643,3,38117,3862,2002,3,40073,4010,1873,3,40073,3787,1565,0,40074,3827,1791,0,0
BALLYSAGGART,95OO05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,237,0,0,0,209,0,2773,0,232,0,0,0,253,0,0,0,249,0,0,0
BALLYSALLY,95JJ03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYSILLAN,95GG06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALLYWALTER,95BB03,5273,3709,21,0,4834,1698,1,0,4933,1817,22,0,5004,1799,45,2,4875,2122,3,0,4802,2211,15,90,4986,2392,28,0,3534,460,5,0,3602,924,3,583,53639,3003,3,107,5234,2655,0,113,5590,2779,0,82,5740,2886,0,75,5503,3200,0,67,5555,3674,0,0,5254,4191,0,0
BALLYWARD,95FF02,10756,22798,2562,27400,10695,22414,2389,27840,11001,23209,2626,18000,10890,22493,3249,31400,10861,23682,2778,32400,11007,24981,2610,32460,11769,26875,3599,32400,13558,17151,925,3350,12997,17780,1344,31231,12156,25459,3238,35644,11720,26664,2937,35256,11804,27429,3858,35791,11894,28858,4164,20376,11426,30041,3947,18867,11884,28381,3540,379,12213,35405,4717,20257
BANAGHER,95MM03,8485,49978,748,18845,8394,50882,772,19526,9004,53762,770,19903,8466,51931,700,19620,8634,53651,657,0,8387,55624,648,0,7825,59995,648,11500,10109,42999,0,0,10092,43412,0,11068,8025,62697,638,11072,7959,64428,641,11105,8274,65455,786,11122,8618,67614,776,10133,9373,74181,763,5127,9354,78414,0,5140,10254,79733,0,10456
BANBRIDGE WEST,95FF03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,39,222,0,0,3,3,3,3,0,0,0,0,0,0,0,0,128,99,0,0,119,99,0,0,128,0,0,0,140,0,0,0
BANGOR CASTLE,95XX05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANNSIDE,95FF04,12784,10484,4604,16000,12451,10835,3852,90008,12833,10464,4094,90008,12508,9660,4088,90000,12871,9861,2817,0,11978,10133,2793,90090,119739,11667,2531,590,11791,15862,1603,166850,11227,15605,1644,176834,11049,13675,1536,210152,11099,14645,1556,226163,11347,14837,1020,253726,12111,14675,2154,246712,11560,17226,3413,243537,11455,17107,3380,260688,11824,20249,4773,250755
BEECHILL,95II02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEECHMOUNT,95GG07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEECHWOOD,95MM04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELCOO AND GARRISON,95PP02,7928,4273,11,0,8302,3501,7,0,8665,3763,30,0,8260,3405,60,0,8039,3373,59,0,8408,3688,34,0,8345,3295,53,60,12338,7105,3,16500,12945,6910,6,171,9522,2454,9,211,9538,3087,14,205,9659,4230,21,208,9827,3879,31,266,11315,3374,13,278,10318,3645,0,276,11364,3936,0,311
BELLAGHY,95TT02,4563,1112,2228,47727,4695,950,4924,27695,4475,911,3642,34995,4520,1040,3695,35696,4527,943,3695,22700,4272,915,3695,800,4269,1063,3695,800,3022,5119,2201,0,3002,5001,2157,20080,4676,1419,2795,40090,4728,1471,4500,69090,4735,1453,2380,65083,4437,975,3,65076,4278,1006,0,51067,4468,929,0,29067,4575,1132,0,32039
BELLEEK AND BOA,95PP03,7153,10909,91,16000,7766,11236,17,16000,8140,11423,12,16000,7953,10570,8,16000,8248,9564,8,0,8095,9933,12,16000,7569,9878,18,70,8682,11684,20,44400,9012,11381,5,29479,9416,9269,8,176,9878,8869,25,206,9727,8632,3,289,10011,7844,3,267,10268,9265,3,237,10508,9763,0,217,10921,10755,0,213
BELLEVUE,95GG08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
